context,participant,img_id,description,q_reconstructivity,q_relevance,q_irrelevance,q_imgfit,q_overall,article_text
Montane Ecosystems,p15,mountains18,The image shows a large river running through mountains in summer or early fall.,2,3,5,5,2,"Montane ecosystems are found on the slopes of mountains. The alpine climate in these regions strongly affects the ecosystem because temperatures fall as elevation increases, causing the ecosystem to stratify. This stratification is a crucial factor in shaping plant community, biodiversity, metabolic processes and ecosystem dynamics for montane ecosystems. Dense montane forests are common at moderate elevations, due to moderate temperatures and high rainfall. At higher elevations, the climate is harsher, with lower temperatures and higher winds, preventing the growth of trees and causing the plant community to transition to montane grasslands, shrublands or alpine tundra. Due to the unique climate conditions of montane ecosystems, they contain increased numbers of endemic species. Montane ecosystems also exhibit variation in ecosystem services, which include carbon storage and water supply."
Montane Ecosystems,p6,mountains16,There is a passive set of mountain slopes with snow on top and between two mountains is a rift and a large body of water in forefront.,5,4,5,4,4,"Montane ecosystems are found on the slopes of mountains. The alpine climate in these regions strongly affects the ecosystem because temperatures fall as elevation increases, causing the ecosystem to stratify. This stratification is a crucial factor in shaping plant community, biodiversity, metabolic processes and ecosystem dynamics for montane ecosystems. Dense montane forests are common at moderate elevations, due to moderate temperatures and high rainfall. At higher elevations, the climate is harsher, with lower temperatures and higher winds, preventing the growth of trees and causing the plant community to transition to montane grasslands, shrublands or alpine tundra. Due to the unique climate conditions of montane ecosystems, they contain increased numbers of endemic species. Montane ecosystems also exhibit variation in ecosystem services, which include carbon storage and water supply."
Montane Ecosystems,p11,mountains9,A large lake is shown that is surrounded by hills and mountains.,5,4,5,5,3,"Montane ecosystems are found on the slopes of mountains. The alpine climate in these regions strongly affects the ecosystem because temperatures fall as elevation increases, causing the ecosystem to stratify. This stratification is a crucial factor in shaping plant community, biodiversity, metabolic processes and ecosystem dynamics for montane ecosystems. Dense montane forests are common at moderate elevations, due to moderate temperatures and high rainfall. At higher elevations, the climate is harsher, with lower temperatures and higher winds, preventing the growth of trees and causing the plant community to transition to montane grasslands, shrublands or alpine tundra. Due to the unique climate conditions of montane ecosystems, they contain increased numbers of endemic species. Montane ecosystems also exhibit variation in ecosystem services, which include carbon storage and water supply."
Montane Ecosystems,p9,mountains16,There is a passive set of mountain slopes with snow on top and between two mountains is a rift and a large body of water in forefront.,4,4,4,4,4,"Montane ecosystems are found on the slopes of mountains. The alpine climate in these regions strongly affects the ecosystem because temperatures fall as elevation increases, causing the ecosystem to stratify. This stratification is a crucial factor in shaping plant community, biodiversity, metabolic processes and ecosystem dynamics for montane ecosystems. Dense montane forests are common at moderate elevations, due to moderate temperatures and high rainfall. At higher elevations, the climate is harsher, with lower temperatures and higher winds, preventing the growth of trees and causing the plant community to transition to montane grasslands, shrublands or alpine tundra. Due to the unique climate conditions of montane ecosystems, they contain increased numbers of endemic species. Montane ecosystems also exhibit variation in ecosystem services, which include carbon storage and water supply."
Montane Ecosystems,p14,mountains16,There is a passive set of mountain slopes with snow on top and between two mountains is a rift and a large body of water in forefront.,3,3,5,3,1,"Montane ecosystems are found on the slopes of mountains. The alpine climate in these regions strongly affects the ecosystem because temperatures fall as elevation increases, causing the ecosystem to stratify. This stratification is a crucial factor in shaping plant community, biodiversity, metabolic processes and ecosystem dynamics for montane ecosystems. Dense montane forests are common at moderate elevations, due to moderate temperatures and high rainfall. At higher elevations, the climate is harsher, with lower temperatures and higher winds, preventing the growth of trees and causing the plant community to transition to montane grasslands, shrublands or alpine tundra. Due to the unique climate conditions of montane ecosystems, they contain increased numbers of endemic species. Montane ecosystems also exhibit variation in ecosystem services, which include carbon storage and water supply."
Orogeny,p4,mountains18,A river flowing through a valley with low hills in the forefront and high snow-peaked mountains in the distance.  The mountain peaks are partially cloud covered.,4,3,3,2,2,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p16,mountains18,A large river is seen from above as it curves around a large hill about 150 feet tall. Snow-capped mountains are in the background.,1,1,1,3,1,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p13,mountains9,Large mountains with populated hillsides with a body of water in the middle.,4,2,3,4,5,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p3,mountains9,Large mountains with populated hillsides with a body of water in the middle.,3,3,3,4,3,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p12,mountains18,A large river is seen from above as it curves around a large hill about 150 feet tall. Snow-capped mountains are in the background.,3,3,4,3,4,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p2,mountains18,A large river is seen from above as it curves around a large hill about 150 feet tall. Snow-capped mountains are in the background.,1,1,2,3,1,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p1,mountains16,There is a snowy mountain range with a lower path between them.,2,1,5,3,2,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p10,mountains9,Large mountains with populated hillsides with a body of water in the middle.,3,3,5,4,3,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p6,mountains18,A river flowing through a valley with low hills in the forefront and high snow-peaked mountains in the distance.  The mountain peaks are partially cloud covered.,4,4,4,2,4,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p15,mountains16,There is a snowy mountain range with a lower path between them.,4,5,5,5,4,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p7,mountains9,Large mountains with populated hillsides with a body of water in the middle.,4,3,1,5,3,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p11,mountains16,There is a snowy mountain range with a lower path between them.,5,2,4,4,2,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p14,mountains18,A river flowing through a valley with low hills in the forefront and high snow-peaked mountains in the distance.  The mountain peaks are partially cloud covered.,4,4,5,5,4,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p8,mountains18,A large river is seen from above as it curves around a large hill about 150 feet tall. Snow-capped mountains are in the background.,5,3,3,1,4,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p5,mountains16,There is a snowy mountain range with a lower path between them.,5,4,5,5,2,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,p9,mountains18,A river flowing through a valley with low hills in the forefront and high snow-peaked mountains in the distance.  The mountain peaks are partially cloud covered.,2,2,3,2,3,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Roof,p1,church19,A church is shown with a domed roof and dramatic spires,3,3,4,3,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p2,church8,"A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",2,1,2,1,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p9,church19,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",4,5,5,4,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p8,church19,A church is shown with a domed roof and dramatic spires,4,4,5,5,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p13,church19,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",3,1,1,2,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p5,church8,"A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",5,5,2,5,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p3,church19,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",5,3,2,5,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p7,church19,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",4,2,1,3,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p11,church19,A church is shown with a domed roof and dramatic spires,4,5,5,5,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p16,church19,A church is shown with a domed roof and dramatic spires,4,5,4,4,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p14,church19,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,5,5,5,5,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p12,church19,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,4,3,3,4,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p6,church19,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,5,5,5,5,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p4,church19,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,3,2,5,4,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p10,church8,"A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",5,5,5,5,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,p15,church8,"A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",5,1,2,5,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Tableware,p15,laid_table3,"a group of chefs in a kitchen getting meals ready for an event , they are all dressed in white",5,4,5,1,5,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p6,laid_table12,"There is a table set for dinner. The meal consists of some chicken, fruit, potatoes, salad, etc. There is also a picnic patterned placemet over the wood table.",5,3,4,5,3,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p14,laid_table3,"The image is that of a restaurant's kitchen. There are five cooks and one chef. The cooks and chef are preparing multiple, similar meals on a table. To the left of the chef and cooks is the kitchen, whose equipment is of stainless steel. Behind the equipment is the material needed to prepare the food.",5,4,5,5,5,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p10,laid_table3,dishes on a table,1,1,5,2,1,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p13,laid_table12,"There is a table set for dinner. The meal consists of some chicken, fruit, potatoes, salad, etc. There is also a picnic patterned placemet over the wood table.",4,1,2,3,4,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p9,laid_table3,"a group of chefs in a kitchen getting meals ready for an event , they are all dressed in white",3,1,2,1,3,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p1,laid_table12,"There is a table set for dinner. The meal consists of some chicken, fruit, potatoes, salad, etc. There is also a picnic patterned placemet over the wood table.",2,2,5,3,2,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p5,laid_table3,"The image is that of a restaurant's kitchen. There are five cooks and one chef. The cooks and chef are preparing multiple, similar meals on a table. To the left of the chef and cooks is the kitchen, whose equipment is of stainless steel. Behind the equipment is the material needed to prepare the food.",5,3,5,2,3,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p16,laid_table3,dishes on a table,3,3,5,4,4,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p3,laid_table3,dishes on a table,3,3,2,4,2,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p11,laid_table3,"The image is that of a restaurant's kitchen. There are five cooks and one chef. The cooks and chef are preparing multiple, similar meals on a table. To the left of the chef and cooks is the kitchen, whose equipment is of stainless steel. Behind the equipment is the material needed to prepare the food.",5,5,5,4,5,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p8,laid_table3,"a group of chefs in a kitchen getting meals ready for an event , they are all dressed in white",5,1,2,1,1,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p7,laid_table3,dishes on a table,3,3,5,5,3,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p2,laid_table3,"a group of chefs in a kitchen getting meals ready for an event , they are all dressed in white",3,3,3,1,1,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p12,laid_table12,"There is a table set for dinner. The meal consists of some chicken, fruit, potatoes, salad, etc. There is also a picnic patterned placemet over the wood table.",4,5,5,5,5,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,p4,laid_table3,"The image is that of a restaurant's kitchen. There are five cooks and one chef. The cooks and chef are preparing multiple, similar meals on a table. To the left of the chef and cooks is the kitchen, whose equipment is of stainless steel. Behind the equipment is the material needed to prepare the food.",4,3,5,1,2,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Window,p9,living_room15,A family sitting inside their home with a window closed to the side of them protecting them from the outside weather.,3,4,3,4,3,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
Window,p4,living_room11,Wicker furniture surrounds a coffee table.,1,1,1,1,1,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
Window,p15,living_room11,"A small, cozy living room with three chairs, a couch, a shelf, a coffee table, and a wood stove.  Two large windows are in the back of the room looking out towards some trees.",5,5,5,5,5,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
Window,p8,living_room15,A family sitting inside their home with a window closed to the side of them protecting them from the outside weather.,5,4,5,5,4,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
Window,p5,living_room11,"A small, cozy living room with three chairs, a couch, a shelf, a coffee table, and a wood stove.  Two large windows are in the back of the room looking out towards some trees.",5,3,1,5,4,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
Window,p13,living_room15,A family sitting inside their home with a window closed to the side of them protecting them from the outside weather.,3,3,2,3,4,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
Window,p1,living_room11,A living room or den with two large windows that have sliding panes.,4,3,5,4,4,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
Window,p12,living_room11,"A small, cozy living room with three chairs, a couch, a shelf, a coffee table, and a wood stove.  Two large windows are in the back of the room looking out towards some trees.",4,5,5,5,5,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
Window,p3,living_room15,A family sitting inside their home with a window closed to the side of them protecting them from the outside weather.,3,3,3,5,3,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
