context,anon_worker_id,trial_number,img_id,img_file,description,q_overall.preimg,q_overall.postimg,q_reconstructivity.preimg,q_relevance.preimg,q_relevance.postimg,q_irrelevance.preimg,q_irrelevance.postimg,q_imgfit.preimg,q_imgfit.postimg,article_text
Orogeny,719442648338231,11,mountains18,river.jpeg,A large river is seen from above as it curves around a large hill about 150 feet tall. Snow-capped mountains are in the background.,4,4,4,5,5,4,4,4,4,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,552228145445875,18,mountains9,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",A view of two mountain ranges with a bay between them.,4,5,5,5,5,5,5,5,5,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,049554083183946,1,mountains9,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",A mountain range is shown in the front of the image and the back of the image. A large body of water is in the middle of the two mountain ranges. The clouds are low and it is an overcast day. Houses are scattered within the mountainside,4,4,4,2,3,3,4,2,3,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,906724022365086,11,mountains9,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",A view of two mountain ranges with a bay between them.,2,3,2,2,3,1,2,2,3,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,910125230079399,12,mountains18,river.jpeg,A large river is seen from above as it curves around a large hill about 150 feet tall. Snow-capped mountains are in the background.,3,3,4,4,4,5,5,4,4,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,206623017750032,17,mountains16,"Oberaargletscher_from_Oberaar,_2010_07.jpeg","A body of water sits in front of a mountainous range, with snow at the top of the mountains. There is also clouds on the right side that is covering part of the mountains.",4,5,3,4,5,4,5,4,5,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,592994004694024,8,mountains18,river.jpeg,"a wilderness scene with pine trees, mountains and a winding river which wraps around hills in the middle of the image.",5,5,4,5,5,5,5,5,5,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,097070904792403,10,mountains18,river.jpeg,Hills and mountains are shown in the background rising above the curves of a meandering river.,4,4,4,5,5,4,4,3,3,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,099825784143241,19,mountains18,river.jpeg,A view of a mountain that was created through orogeny near a river.,2,1,2,1,2,5,4,4,3,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,075534880597065,8,mountains18,river.jpeg,A view of a mountain that was created through orogeny near a river.,1,1,1,1,2,5,5,5,5,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,386783718178077,12,mountains16,"Oberaargletscher_from_Oberaar,_2010_07.jpeg",There is a snowy mountain range with a lower path between them.,3,4,2,3,4,4,5,3,5,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,419743377096045,11,mountains9,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",Large mountains with populated hillsides with a body of water in the middle.,4,4,4,4,5,4,4,3,4,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,680023035409409,6,mountains18,river.jpeg,A large river is seen from above as it curves around a large hill about 150 feet tall. Snow-capped mountains are in the background.,3,4,4,3,4,3,5,1,1,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,370605382323178,4,mountains18,river.jpeg,A view of a mountain that was created through orogeny near a river.,4,4,2,4,4,1,3,3,3,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,426296178465119,1,mountains18,river.jpeg,Hills and mountains are shown in the background rising above the curves of a meandering river.,4,3,4,4,3,4,4,3,3,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,651127549141184,13,mountains18,river.jpeg,A river flowing through a valley with low hills in the forefront and high snow-peaked mountains in the distance.  The mountain peaks are partially cloud covered.,3,5,4,3,5,2,4,3,3,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,795328635139432,19,mountains16,"Oberaargletscher_from_Oberaar,_2010_07.jpeg",There is a snowy mountain range with a lower path between them.,5,5,5,5,5,4,4,4,3,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,038087780945882,13,mountains16,"Oberaargletscher_from_Oberaar,_2010_07.jpeg",There is a snowy mountain range with a lower path between them.,5,5,5,4,5,4,5,5,5,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,063401792712683,1,mountains18,river.jpeg,It's a bunch of trees and a river running through it.,3,3,4,1,1,3,3,3,3,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,798830461311827,14,mountains16,"Oberaargletscher_from_Oberaar,_2010_07.jpeg",There is a snowy mountain range with a lower path between them.,3,4,4,3,4,4,4,5,5,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,109393365505621,8,mountains16,"Oberaargletscher_from_Oberaar,_2010_07.jpeg",There is a snowy mountain range with a lower path between them.,2,2,2,3,4,4,5,4,5,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Roof,063401792712683,13,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",a church building,3,3,5,4,4,5,5,5,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,616634989061754,13,church4,Dreifaltigkeitskirche_süd.jpg,A church building is shown that has a cemetery in front of it.,3,4,5,3,4,5,5,2,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,038087780945882,19,church4,Dreifaltigkeitskirche_süd.jpg,A church building is shown that has a cemetery in front of it.,2,2,5,2,3,1,1,3,2,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,544659487901443,2,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A church is shown with a domed roof and dramatic spires,5,5,5,5,5,5,5,5,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,912938440902031,8,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A church is shown with a domed roof and dramatic spires,4,4,4,3,1,5,5,4,1,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,090352568376232,8,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",4,4,4,5,5,3,3,4,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,899419306166434,8,church4,Dreifaltigkeitskirche_süd.jpg,An old church next to lots of tombstones. The roof of the church is pointy and has a sign of the cross.,3,3,3,3,5,3,3,3,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,828231401005415,2,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A church is shown with a domed roof and dramatic spires,3,3,2,4,4,4,4,5,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,795328635139432,14,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",5,5,5,5,5,3,3,3,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,754239006599923,10,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",5,4,5,5,5,1,2,4,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,111252301713001,19,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",3,3,4,4,4,1,1,5,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,370605382323178,7,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,5,5,5,5,5,5,5,5,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,987673860468222,14,church4,Dreifaltigkeitskirche_süd.jpg,A tall building that looks like a church with a very large cone atop of it,3,3,4,2,4,5,5,3,2,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,903912900384104,13,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A church is shown with a domed roof and dramatic spires,5,4,4,5,5,5,5,5,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,419743377096045,18,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,4,4,3,5,4,4,5,5,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,651127549141184,5,church4,Dreifaltigkeitskirche_süd.jpg,A tall building that looks like a church with a very large cone atop of it,4,5,5,4,5,4,5,5,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,049554083183946,18,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",5,5,3,2,2,1,1,3,2,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,126157794284054,15,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",a church building,3,1,4,2,1,5,5,3,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,047009414159458,17,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,4,1,5,4,1,3,4,4,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,386783718178077,1,church4,Dreifaltigkeitskirche_süd.jpg,"There is an image of an old church, with a cemetary right outside the building. The cemetary has many gray stombstones, and the exterior of the church itself is worn.",3,2,4,2,1,2,2,4,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,719442648338231,13,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A church is shown with a domed roof and dramatic spires,5,5,4,5,5,5,5,5,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,500199108401489,6,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",2,2,4,2,2,2,2,3,2,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,160740441081986,4,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",2,2,3,2,2,2,2,4,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,724184272384582,1,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",a church building,2,4,4,2,3,3,2,2,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,069937903483971,11,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A church is shown with a domed roof and dramatic spires,4,3,5,4,4,3,2,4,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,906724022365086,15,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",4,4,4,5,5,2,2,4,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,537995881681499,7,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A church is shown with a domed roof and dramatic spires,3,3,5,3,3,4,4,4,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,592994004694024,6,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",a church building,3,4,4,5,4,4,4,4,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,917217901628316,6,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",3,2,3,2,1,2,2,3,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,416200414007549,14,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",a church building,2,2,3,1,1,5,5,3,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,405240467576233,18,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",4,3,4,5,3,1,1,5,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,099825784143241,8,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,4,2,5,4,1,5,5,5,2,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,472334858092631,1,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A church is shown with a domed roof and dramatic spires,3,3,2,3,4,2,3,5,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,910125230079399,1,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A church is shown with a domed roof and dramatic spires,3,2,3,3,3,2,2,3,2,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,185636463121449,12,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",5,4,5,5,1,5,4,2,2,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,097070904792403,14,church4,Dreifaltigkeitskirche_süd.jpg,A tall building that looks like a church with a very large cone atop of it,3,3,5,3,3,3,3,4,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,976092323291853,8,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,1,1,1,1,1,5,5,5,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,678702441954767,8,church4,Dreifaltigkeitskirche_süd.jpg,A church building is shown that has a cemetery in front of it.,2,2,2,3,2,4,3,3,2,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,266988203704371,9,church4,Dreifaltigkeitskirche_süd.jpg,"There is an image of an old church, with a cemetary right outside the building. The cemetary has many gray stombstones, and the exterior of the church itself is worn.",1,2,5,1,2,1,2,1,2,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,426296178465119,15,church4,Dreifaltigkeitskirche_süd.jpg,"There is an image of an old church, with a cemetary right outside the building. The cemetary has many gray stombstones, and the exterior of the church itself is worn.",2,2,5,2,2,1,1,3,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,680023035409409,3,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",a church building,1,1,1,1,1,1,1,1,1,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,001847904821114,14,church4,Dreifaltigkeitskirche_süd.jpg,A church building is shown that has a cemetery in front of it.,1,1,5,1,1,1,1,3,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,782676814181179,15,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,2,1,3,3,1,5,5,5,2,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,206623017750032,14,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",4,4,3,3,4,1,2,5,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,358844377133819,7,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",4,4,5,5,5,3,3,5,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
