context,description,participant,img_id,q_reconstructivity,q_relevance,q_irrelevance,q_overall,imgstem,article_text
Montane Ecosystems,"Shown is a lake at the bottom of a mountain range. The mountains are high in elevation and contain snow on parts of it. As the snow melts, it enters the lake.",p8,mountains16,5,2,5,3,"Oberaargletscher_from_Oberaar,_2010_07","Montane ecosystems are found on the slopes of mountains. The alpine climate in these regions strongly affects the ecosystem because temperatures fall as elevation increases, causing the ecosystem to stratify. This stratification is a crucial factor in shaping plant community, biodiversity, metabolic processes and ecosystem dynamics for montane ecosystems. Dense montane forests are common at moderate elevations, due to moderate temperatures and high rainfall. At higher elevations, the climate is harsher, with lower temperatures and higher winds, preventing the growth of trees and causing the plant community to transition to montane grasslands, shrublands or alpine tundra. Due to the unique climate conditions of montane ecosystems, they contain increased numbers of endemic species. Montane ecosystems also exhibit variation in ecosystem services, which include carbon storage and water supply."
Orogeny,A river flowing through a valley with low hills in the forefront and high snow-peaked mountains in the distance.  The mountain peaks are partially cloud covered.,p6,mountains18,4,4,4,4,river,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,There is a snowy mountain range with a lower path between them.,p1,mountains16,2,1,5,2,"Oberaargletscher_from_Oberaar,_2010_07",An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,There is a snowy mountain range with a lower path between them.,p5,mountains16,5,4,5,2,"Oberaargletscher_from_Oberaar,_2010_07",An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,A river flowing through a valley with low hills in the forefront and high snow-peaked mountains in the distance.  The mountain peaks are partially cloud covered.,p9,mountains18,2,2,3,3,river,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,A large river is seen from above as it curves around a large hill about 150 feet tall. Snow-capped mountains are in the background.,p12,mountains18,3,3,4,4,river,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,A large river is seen from above as it curves around a large hill about 150 feet tall. Snow-capped mountains are in the background.,p2,mountains18,1,1,2,1,river,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,Large mountains with populated hillsides with a body of water in the middle.,p13,mountains9,4,2,3,5,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN",An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,Large mountains with populated hillsides with a body of water in the middle.,p10,mountains9,3,3,5,3,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN",An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,Large mountains with populated hillsides with a body of water in the middle.,p3,mountains9,3,3,3,3,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN",An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,Large mountains with populated hillsides with a body of water in the middle.,p7,mountains9,4,3,1,3,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN",An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,A river flowing through a valley with low hills in the forefront and high snow-peaked mountains in the distance.  The mountain peaks are partially cloud covered.,p14,mountains18,4,4,5,4,river,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,A river flowing through a valley with low hills in the forefront and high snow-peaked mountains in the distance.  The mountain peaks are partially cloud covered.,p4,mountains18,4,3,3,2,river,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,There is a snowy mountain range with a lower path between them.,p15,mountains16,4,5,5,4,"Oberaargletscher_from_Oberaar,_2010_07",An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,There is a snowy mountain range with a lower path between them.,p11,mountains16,5,2,4,2,"Oberaargletscher_from_Oberaar,_2010_07",An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,A large river is seen from above as it curves around a large hill about 150 feet tall. Snow-capped mountains are in the background.,p8,mountains18,5,3,3,4,river,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Orogeny,A large river is seen from above as it curves around a large hill about 150 feet tall. Snow-capped mountains are in the background.,p16,mountains18,1,1,1,1,river,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.
Roof,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,p14,church19,5,5,5,5,1599px-Paris_Notre-Dame_East_View_02,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,p6,church19,5,5,5,5,1599px-Paris_Notre-Dame_East_View_02,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,p4,church19,3,2,5,3,1599px-Paris_Notre-Dame_East_View_02,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,A church is shown with a domed roof and dramatic spires,p16,church19,4,5,4,4,1599px-Paris_Notre-Dame_East_View_02,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,p12,church19,4,3,3,4,1599px-Paris_Notre-Dame_East_View_02,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,A church is shown with a domed roof and dramatic spires,p1,church19,3,3,4,3,1599px-Paris_Notre-Dame_East_View_02,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",p9,church19,4,5,5,5,1599px-Paris_Notre-Dame_East_View_02,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,A church is shown with a domed roof and dramatic spires,p11,church19,4,5,5,4,1599px-Paris_Notre-Dame_East_View_02,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,A church is shown with a domed roof and dramatic spires,p8,church19,4,4,5,5,1599px-Paris_Notre-Dame_East_View_02,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,"A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",p15,church8,5,1,2,5,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04","A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,"A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",p10,church8,5,5,5,5,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04","A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,"A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",p2,church8,2,1,2,3,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04","A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",p13,church19,3,1,1,3,1599px-Paris_Notre-Dame_East_View_02,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",p3,church19,5,3,2,5,1599px-Paris_Notre-Dame_East_View_02,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,"A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",p5,church8,5,5,2,5,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04","A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",p7,church19,4,2,1,4,1599px-Paris_Notre-Dame_East_View_02,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Tableware,dishes on a table,p16,laid_table3,3,3,5,4,Earth_to_Table_DInner_with_Gunnar_Karl_Gislason_(15640694895),"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,dishes on a table,p10,laid_table3,1,1,5,1,Earth_to_Table_DInner_with_Gunnar_Karl_Gislason_(15640694895),"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,"The image is that of a restaurant's kitchen. There are five cooks and one chef. The cooks and chef are preparing multiple, similar meals on a table. To the left of the chef and cooks is the kitchen, whose equipment is of stainless steel. Behind the equipment is the material needed to prepare the food.",p11,laid_table3,5,5,5,5,Earth_to_Table_DInner_with_Gunnar_Karl_Gislason_(15640694895),"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,"The image is that of a restaurant's kitchen. There are five cooks and one chef. The cooks and chef are preparing multiple, similar meals on a table. To the left of the chef and cooks is the kitchen, whose equipment is of stainless steel. Behind the equipment is the material needed to prepare the food.",p14,laid_table3,5,4,5,5,Earth_to_Table_DInner_with_Gunnar_Karl_Gislason_(15640694895),"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,"There is a table set for dinner. The meal consists of some chicken, fruit, potatoes, salad, etc. There is also a picnic patterned placemet over the wood table.",p13,laid_table12,4,1,2,4,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey","Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,dishes on a table,p7,laid_table3,3,3,5,3,Earth_to_Table_DInner_with_Gunnar_Karl_Gislason_(15640694895),"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,"a group of chefs in a kitchen getting meals ready for an event , they are all dressed in white",p15,laid_table3,5,4,5,5,Earth_to_Table_DInner_with_Gunnar_Karl_Gislason_(15640694895),"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,"There is a table set for dinner. The meal consists of some chicken, fruit, potatoes, salad, etc. There is also a picnic patterned placemet over the wood table.",p1,laid_table12,2,2,5,2,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey","Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,"a group of chefs in a kitchen getting meals ready for an event , they are all dressed in white",p9,laid_table3,3,1,2,3,Earth_to_Table_DInner_with_Gunnar_Karl_Gislason_(15640694895),"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,"The image is that of a restaurant's kitchen. There are five cooks and one chef. The cooks and chef are preparing multiple, similar meals on a table. To the left of the chef and cooks is the kitchen, whose equipment is of stainless steel. Behind the equipment is the material needed to prepare the food.",p5,laid_table3,5,3,5,3,Earth_to_Table_DInner_with_Gunnar_Karl_Gislason_(15640694895),"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,"There is a table set for dinner. The meal consists of some chicken, fruit, potatoes, salad, etc. There is also a picnic patterned placemet over the wood table.",p12,laid_table12,4,5,5,5,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey","Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,dishes on a table,p3,laid_table3,3,3,2,2,Earth_to_Table_DInner_with_Gunnar_Karl_Gislason_(15640694895),"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,"The image is that of a restaurant's kitchen. There are five cooks and one chef. The cooks and chef are preparing multiple, similar meals on a table. To the left of the chef and cooks is the kitchen, whose equipment is of stainless steel. Behind the equipment is the material needed to prepare the food.",p4,laid_table3,4,3,5,2,Earth_to_Table_DInner_with_Gunnar_Karl_Gislason_(15640694895),"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,"a group of chefs in a kitchen getting meals ready for an event , they are all dressed in white",p8,laid_table3,5,1,2,1,Earth_to_Table_DInner_with_Gunnar_Karl_Gislason_(15640694895),"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,"a group of chefs in a kitchen getting meals ready for an event , they are all dressed in white",p2,laid_table3,3,3,3,1,Earth_to_Table_DInner_with_Gunnar_Karl_Gislason_(15640694895),"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Tableware,"There is a table set for dinner. The meal consists of some chicken, fruit, potatoes, salad, etc. There is also a picnic patterned placemet over the wood table.",p6,laid_table12,5,3,4,3,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey","Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware."
Window,A family sitting inside their home with a window closed to the side of them protecting them from the outside weather.,p3,living_room15,3,3,3,3,wiki_livingroom,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
Window,A family sitting inside their home with a window closed to the side of them protecting them from the outside weather.,p8,living_room15,5,4,5,4,wiki_livingroom,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
Window,A living room or den with two large windows that have sliding panes.,p6,living_room11,5,5,5,5,Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
Window,"A small, cozy living room with three chairs, a couch, a shelf, a coffee table, and a wood stove.  Two large windows are in the back of the room looking out towards some trees.",p5,living_room11,5,3,1,4,Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
Window,"A small, cozy living room with three chairs, a couch, a shelf, a coffee table, and a wood stove.  Two large windows are in the back of the room looking out towards some trees.",p12,living_room11,4,5,5,5,Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
Window,A family sitting inside their home with a window closed to the side of them protecting them from the outside weather.,p13,living_room15,3,3,2,4,wiki_livingroom,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
Window,"A small, cozy living room with three chairs, a couch, a shelf, a coffee table, and a wood stove.  Two large windows are in the back of the room looking out towards some trees.",p15,living_room11,5,5,5,5,Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts."
