"mistake_comments","startDate","rt_qs_wimage_seconds","q3_sliderval","q1_sliderval","img_file","enjoyment","q5_type","mistake_checkbox","q2_sliderval","botresponse","discr_checkbox","continue","endTime","age","rt_trial","comments","q4_sliderval","img_id","topic","education","q1_type","q5_sliderval","HitCorrect","q2_type","languages","rt_qs_noimage_seconds","q3_type","context","description","discr_comments","trial_number","startTime","rt_article_read_seconds","q4_type","timeSpent","anon_worker_id"
NA,"Fri Jan 14 2022 14:35:00 GMT-0500 (Eastern Standard Time)",22.061,"1|5","5|5","640px-parc_agen.jpg",1,"overall",FALSE,"3|1","correct: 1",FALSE,TRUE,1642190197796,30,46.863,NA,"3|5","park1","attention_check","higher_degree","reconstructive","3|1",1,"all_relevant","Mandarin",21.296,"no_irrelevant","Sculpture","A park on a nice day with lots of grass and trees and a pond.",NA,11,1642188900993,3.506,"image_fit",21.6133833333333,"651127549141184"
NA,"Fri Jan 14 2022 14:35:00 GMT-0500 (Eastern Standard Time)",23.579,"4|5","5|5","1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg",1,"overall",FALSE,"3|5","correct: 1",FALSE,TRUE,1642190197796,30,52.684,NA,"4|5","meeting_in_progress17","meeting_in_progress","higher_degree","reconstructive","3|5",1,"all_relevant","Mandarin",21.858,"no_irrelevant","Cooperation","a group of males in a room with laptops and two males standing up infront of a chalkboard explaining something to the other two males that are sitting down",NA,12,1642188900993,7.247,"image_fit",21.6133833333333,"651127549141184"
NA,"Fri Jan 14 2022 14:35:00 GMT-0500 (Eastern Standard Time)",22.162,"2|4","4|4","river.jpeg",1,"overall",FALSE,"3|5","correct: 1",FALSE,TRUE,1642190197796,30,64.916,NA,"3|3","mountains18","mountains","higher_degree","reconstructive","3|5",1,"all_relevant","Mandarin",38.82,"no_irrelevant","Orogeny","A river flowing through a valley with low hills in the forefront and high snow-peaked mountains in the distance.  The mountain peaks are partially cloud covered.",NA,13,1642188900993,3.934,"image_fit",21.6133833333333,"651127549141184"
NA,"Fri Jan 14 2022 14:35:00 GMT-0500 (Eastern Standard Time)",23.828,"1|1","3|3","1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",1,"overall",FALSE,"2|2","correct: 1",FALSE,TRUE,1642190197796,30,58.449,NA,"2|2","soccer_in_progress10","soccer_in_progress","higher_degree","reconstructive","3|2",1,"all_relevant","Mandarin",31.832,"no_irrelevant","Hairstyle","A soccer match with players fighting for the ball.",NA,14,1642188900993,2.789,"image_fit",21.6133833333333,"651127549141184"
NA,"Fri Jan 14 2022 14:35:00 GMT-0500 (Eastern Standard Time)",19.175,"5|5","4|4","Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg",1,"overall",FALSE,"4|5","correct: 1",FALSE,TRUE,1642190197796,30,47.506,NA,"4|5","meeting_in_progress7","meeting_in_progress","higher_degree","reconstructive","4|5",1,"all_relevant","Mandarin",22.988,"no_irrelevant","Consumer electronics","There are many people sitting in chairs on both sides of long table looking at their laptops amd having a meeting",NA,15,1642188900993,5.343,"image_fit",21.6133833333333,"651127549141184"
NA,"Fri Jan 14 2022 14:35:00 GMT-0500 (Eastern Standard Time)",23.09,"2|4","4|4","Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg",1,"overall",FALSE,"3|4","correct: 1",FALSE,TRUE,1642190197796,30,63.115,NA,"4|3","laid_table3","laid_table","higher_degree","reconstructive","3|4",1,"all_relevant","Mandarin",35.491,"no_irrelevant","Dinner","A group of men and woman preparing multiple dishes for people to eat.",NA,16,1642188900993,4.534,"image_fit",21.6133833333333,"651127549141184"
NA,"Fri Jan 14 2022 14:35:00 GMT-0500 (Eastern Standard Time)",18.102,"2|2","4|4","1599px-Paris_Notre-Dame_East_View_02.jpeg",1,"overall",FALSE,"3|2","correct: 1",FALSE,TRUE,1642190197796,30,46.348,NA,"4|4","church19","church","higher_degree","reconstructive","2|2",1,"all_relevant","Mandarin",24.732,"no_irrelevant","Christian cross","A garden, statue and fountain stand next to a tree-lined path that leads to a Gothic cathedral.",NA,17,1642188900993,3.514,"image_fit",21.6133833333333,"651127549141184"
NA,"Fri Jan 14 2022 14:35:00 GMT-0500 (Eastern Standard Time)",27.468,"3|3","4|4","Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",1,"overall",FALSE,"4|3","correct: 1",FALSE,TRUE,1642190197796,30,63.436,NA,"4|3","mountains9","mountains","higher_degree","reconstructive","3|3",1,"all_relevant","Mandarin",28.318,"no_irrelevant","Montane Ecosystems","There are mountains around a body of water that include neighborhoods.",NA,18,1642188900993,7.65,"image_fit",21.6133833333333,"651127549141184"
NA,"Fri Jan 14 2022 14:35:00 GMT-0500 (Eastern Standard Time)",13.622,"5|4","5|5","wiki_livingroom.jpg",1,"overall",FALSE,"4|4","correct: 1",FALSE,TRUE,1642190197796,30,38.436,NA,"5|4","living_room15","living_room","higher_degree","reconstructive","4|4",1,"all_relevant","Mandarin",20.464,"no_irrelevant","Interior design","Three people talk while sitting on couches around a coffee table in a living room.",NA,19,1642188900993,4.35,"image_fit",21.6133833333333,"651127549141184"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",57.517,"5|5","3|3","guitar.png",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642195296556,37,193.636,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","4|4","guitar1","attention_check","graduated_college","all_relevant","3|3",1,"image_fit","English",107.023,"no_irrelevant","Guitar","An orange and white guitar and a brown and white guitar being played.",NA,1,1642194107628,29.096,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",63.383,"4|5","5|4","1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642195296556,37,116.341,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","2|2","soccer_in_progress13","soccer_in_progress","graduated_college","all_relevant","3|4",1,"image_fit","English",42.109,"no_irrelevant","Competition","players celebrating a goal",NA,2,1642194107628,10.849,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",23.802,"1|1","1|1","640px-parc_agen.jpg",1,"overall",FALSE,"1|4","correct: 2",FALSE,TRUE,1642195296556,37,82.674,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","3|3","park1","attention_check","graduated_college","all_relevant","1|1",1,"image_fit","English",34.068,"no_irrelevant","Sculpture","A park on a nice day with lots of grass and trees and a pond.",NA,3,1642194107628,24.804,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",29.602,"3|3","4|4","La_Trobe_Uni_Wikimeetup_March_2020.jpg",1,"overall",FALSE,"4|5","correct: 2",FALSE,TRUE,1642195296556,37,77.785,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","4|4","meeting_in_progress2","meeting_in_progress","graduated_college","all_relevant","3|4",1,"image_fit","English",29.118,"no_irrelevant","Consumer electronics","A group of smiling people are sitting at a table in an office. Many of the people have open laptop computers in front of them.",NA,4,1642194107628,19.065,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",35.302,"1|1","1|1","1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",1,"overall",FALSE,"1|1","correct: 2",FALSE,TRUE,1642195296556,37,61.182,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","3|3","soccer_in_progress1","soccer_in_progress","graduated_college","all_relevant","1|1",1,"image_fit","English",20.485,"no_irrelevant","Hairstyle","two soccer players on the field",NA,5,1642194107628,5.395,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",17.102,"3|2","4|4","Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642195296556,37,41.951,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","4|4","meeting_in_progress7","meeting_in_progress","graduated_college","all_relevant","4|3",1,"image_fit","English",19.634,"no_irrelevant","Furniture","A crowded meeting room is shown with a long wooden table and many chairs.",NA,6,1642194107628,5.215,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",17.484,"2|2","3|3","1599px-Paris_Notre-Dame_East_View_02.jpeg",1,"overall",FALSE,"5|3","correct: 2",FALSE,TRUE,1642195296556,37,73.198,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","3|3","church19","church","graduated_college","all_relevant","3|2",1,"image_fit","English",50.036,"no_irrelevant","Roof","A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.",NA,7,1642194107628,5.678,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",8.614,"3|3","3|5","Wohnzimmer_Fallada_1.JPG",1,"overall",FALSE,"4|5","correct: 2",FALSE,TRUE,1642195296556,37,25.648,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","3|3","living_room6","living_room","graduated_college","all_relevant","3|3",1,"image_fit","English",13.622,"no_irrelevant","Interior design","The interior view of a dining room.",NA,8,1642194107628,3.412,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",8.602,"5|5","5|5","river.jpeg",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642195296556,37,31.885,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","4|4","mountains18","mountains","graduated_college","all_relevant","4|5",1,"image_fit","English",21.968,"no_irrelevant","Body of water","This shows a river cutting through some mountains.",NA,9,1642194107628,1.315,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",6.882,"4|4","5|5","1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642195296556,37,22.088,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","4|4","meeting_in_progress17","meeting_in_progress","graduated_college","all_relevant","4|4",1,"image_fit","English",11.902,"no_irrelevant","Cooperation","a group of males in a room with laptops and two males standing up infront of a chalkboard explaining something to the other two males that are sitting down",NA,10,1642194107628,3.304,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",7.036,"3|3","4|5","Oberaargletscher_from_Oberaar,_2010_07.jpeg",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642195296556,37,24.784,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","4|4","mountains16","mountains","graduated_college","all_relevant","3|4",1,"image_fit","English",12.334,"no_irrelevant","Montane Ecosystems","There is a passive set of mountain slopes with snow on top and between two mountains is a rift and a large body of water in forefront.",NA,11,1642194107628,5.414,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",10.05,"1|1","4|4","1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",1,"overall",FALSE,"4|4","correct: 2",FALSE,TRUE,1642195296556,37,27.762,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","4|4","church8","church","graduated_college","all_relevant","3|3",1,"image_fit","English",15.565,"no_irrelevant","Christian cross","A classic building with three Christian crosses on the roofs. The crosses represent an interpretation of Jesus' body.",NA,12,1642194107628,2.147,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",11.15,"2|2","3|3","Dreifaltigkeitskirche_süd.jpg",1,"overall",FALSE,"3|3","correct: 2",FALSE,TRUE,1642195296556,37,24.613,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","4|4","church4","church","graduated_college","all_relevant","3|3",1,"image_fit","English",9.617,"no_irrelevant","Building material","A traditional church made of brick with a tall steeple and a cross on top of it.",NA,13,1642194107628,3.846,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",17.062,"4|3","3|3","Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",1,"overall",FALSE,"2|3","correct: 2",FALSE,TRUE,1642195296556,37,42.649,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","3|3","mountains9","mountains","graduated_college","all_relevant","3|3",1,"image_fit","English",13.97,"no_irrelevant","Orogeny","A view of two mountain ranges with a bay between them.",NA,14,1642194107628,11.617,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",7.45,"5|5","4|5","Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",1,"overall",FALSE,"4|5","correct: 2",FALSE,TRUE,1642195296556,37,20.333,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","5|5","laid_table14","laid_table","graduated_college","all_relevant","4|5",1,"image_fit","English",9.15,"no_irrelevant","American cuisine","A table is set in a home and a turkey and wine are on the table.",NA,15,1642194107628,3.733,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",7.449,"1|1","4|4","Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg",1,"overall",FALSE,"3|4","correct: 2",FALSE,TRUE,1642195296556,37,24.679,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","3|3","laid_table3","laid_table","graduated_college","all_relevant","3|3",1,"image_fit","English",14.052,"no_irrelevant","Tableware","There is a group of seven people (one woman, six men) working in an industrial kitchen setting. These seven people are surrounding a very long, then rectangular black table. The table contains a large amount of white dishes that have a small amount of food on each plate. The people are adding items to each place. Five of the people are wearing server uniforms. One man is wearing a grey hooded sweatshirt and one man is wearing a black shirt",NA,16,1642194107628,3.178,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",6.7,"5|5","5|4","Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg",1,"overall",FALSE,"5|4","correct: 2",FALSE,TRUE,1642195296556,37,18.199,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","5|5","living_room11","living_room","graduated_college","all_relevant","5|4",1,"image_fit","English",7.583,"no_irrelevant","Window","A living room or den with two large windows that have sliding panes.",NA,17,1642194107628,3.916,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",9.367,"1|1","1|1","1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",1,"overall",FALSE,"1|1","correct: 2",FALSE,TRUE,1642195296556,37,38.817,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","3|3","soccer_in_progress10","soccer_in_progress","graduated_college","all_relevant","1|1",1,"image_fit","English",25.703,"no_irrelevant","Advertising","Several soccer players and a referee are on the field, one of the opposing team members has fallen and the other members are surrounding him.",NA,18,1642194107628,3.747,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:01:47 GMT-0600 (Central Standard Time)",18.418,"2|1","3|5","1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",1,"overall",FALSE,"4|5","correct: 2",FALSE,TRUE,1642195296556,37,38.4,"The timer on this was too short I could not finish on time to submit through MTurk as most workers have other things to work in their queue as well and it's a relatively long HIT if you pass the first question.","4|4","laid_table12","laid_table","graduated_college","all_relevant","3|3",1,"image_fit","English",17.018,"no_irrelevant","Dinner","a big dinner table with lots of food and plates with utensils served on the side",NA,19,1642194107628,2.964,"reconstructive",19.8154666666667,"689917876213506"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",17.334,"5|5","4|4","1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",2,"overall",FALSE,"3|3","correct: 2",FALSE,TRUE,1642196167890,30,50.048,"very interesting task","3|3","soccer_in_progress13","soccer_in_progress","graduated_college","image_fit","5|2",1,"all_relevant","english",10.726,"reconstructive","Hairstyle","A soccer team is shown on the playing field celebrating. One man is jumping high in the air. There is a man with twists and four more with short cut hair.",NA,1,1642195464426,21.988,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",6.776,"5|5","4|5","wiki_livingroom.jpg",2,"overall",FALSE,"3|3","correct: 2",FALSE,TRUE,1642196167890,30,29.597,"very interesting task","2|4","living_room15","living_room","graduated_college","image_fit","5|3",1,"all_relevant","english",8.007,"reconstructive","Window","People sit on a flower decorated sofas, one with his feet up on a coffee table, as sunlight is coming through window.",NA,2,1642195464426,14.814,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",6.816,"4|4","4|4","640px-parc_agen.jpg",2,"overall",FALSE,"2|3","correct: 2",FALSE,TRUE,1642196167890,30,14.903,"very interesting task","3|5","park1","attention_check","graduated_college","image_fit","5|3",1,"all_relevant","english",6.721,"reconstructive","Sculpture","A park on a nice day with lots of grass and trees and a pond.",NA,3,1642195464426,1.366,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",5.736,"3|3","3|4","guitar.png",2,"overall",FALSE,"5|3","correct: 2",FALSE,TRUE,1642196167890,30,14.655,"very interesting task","4|4","guitar1","attention_check","graduated_college","image_fit","3|2",1,"all_relevant","english",7.528,"reconstructive","Guitar","An orange and white guitar and a brown and white guitar being played.",NA,4,1642195464426,1.391,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",11.216,"5|5","5|4","Dreifaltigkeitskirche_süd.jpg",2,"overall",FALSE,"3|3","correct: 2",FALSE,TRUE,1642196167890,30,40.531,"very interesting task","3|4","church4","church","graduated_college","image_fit","4|2",1,"all_relevant","english",28.105,"reconstructive","Building material","A traditional church made of brick with a tall steeple and a cross on top of it.",NA,5,1642195464426,1.21,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",8.022,"5|5","5|4","Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg",2,"overall",FALSE,"3|3","correct: 2",FALSE,TRUE,1642196167890,30,103.398,"very interesting task","3|5","meeting_in_progress7","meeting_in_progress","graduated_college","image_fit","4|3",1,"all_relevant","english",93.794,"reconstructive","Consumer electronics","A group of men and women working at a long table with various electronics in front of them.",NA,6,1642195464426,1.582,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",10.951,"5|5","5|4","Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg",2,"overall",FALSE,"3|3","correct: 2",FALSE,TRUE,1642196167890,30,28.382,"very interesting task","3|2","laid_table3","laid_table","graduated_college","image_fit","5|4",1,"all_relevant","english",6.992,"reconstructive","Dinner","The image shows a group of chiefs preparing dishes in a large kitchen of a restaurant.",NA,7,1642195464426,10.439,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",8.713,"2|2","3|4","Wohnzimmer_Fallada_1.JPG",2,"overall",FALSE,"4|3","correct: 2",FALSE,TRUE,1642196167890,30,20.24,"very interesting task","4|4","living_room6","living_room","graduated_college","image_fit","3|3",1,"all_relevant","english",9.36,"reconstructive","Furniture","A picture of a table made of wood. It is a dining room table with six chairs. The top of the table is wood and oval shaped.",NA,8,1642195464426,2.167,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",6.736,"4|4","4|4","1599px-Paris_Notre-Dame_East_View_02.jpeg",2,"overall",FALSE,"2|2","correct: 2",FALSE,TRUE,1642196167890,30,19.887,"very interesting task","3|4","church19","church","graduated_college","image_fit","5|3",1,"all_relevant","english",8.928,"reconstructive","Christian cross","A garden, statue and fountain stand next to a tree-lined path that leads to a Gothic cathedral.",NA,9,1642195464426,4.223,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",10.007,"4|4","4|4","1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",2,"overall",FALSE,"2|3","correct: 2",FALSE,TRUE,1642196167890,30,53.463,"very interesting task","3|1","laid_table12","laid_table","graduated_college","image_fit","5|4",1,"all_relevant","english",12.425,"reconstructive","American cuisine","It's a bunch of food from America. It's set up on a table.",NA,10,1642195464426,31.031,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",7.951,"2|2","4|4","Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",2,"overall",FALSE,"3|2","correct: 2",FALSE,TRUE,1642196167890,30,16.991,"very interesting task","5|3","mountains9","mountains","graduated_college","image_fit","3|4",1,"all_relevant","english",7.489,"reconstructive","Body of water","A large body of blue water is surrounded by rugged green hills.",NA,11,1642195464426,1.551,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",8.703,"5|5","4|4","Oberaargletscher_from_Oberaar,_2010_07.jpeg",2,"overall",FALSE,"2|3","correct: 2",FALSE,TRUE,1642196167890,30,18.08,"very interesting task","2|4","mountains16","mountains","graduated_college","image_fit","4|2",1,"all_relevant","english",6.673,"reconstructive","Montane Ecosystems","A very high Montane ecosystem providing little trees and shrubs due to its harsh cold environment and hilly range covered in snow.",NA,12,1642195464426,2.704,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",8.697,"4|4","5|4","1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg",2,"overall",FALSE,"2|2","correct: 2",FALSE,TRUE,1642196167890,30,17.574,"very interesting task","2|4","meeting_in_progress17","meeting_in_progress","graduated_college","image_fit","4|3",1,"all_relevant","english",7.912,"reconstructive","Cooperation","Four men are working together in an office while using computers and white boards.",NA,13,1642195464426,0.965,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",8.224,"4|4","4|4","1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",2,"overall",FALSE,"2|3","correct: 2",FALSE,TRUE,1642196167890,30,39.304,"very interesting task","2|1","soccer_in_progress10","soccer_in_progress","graduated_college","image_fit","5|3",1,"all_relevant","english",6.832,"reconstructive","Advertising","A soccer match between two teams. One team is wearing a white jersey with Red Bull advertising. There are also signs in the background with advertising as well.",NA,14,1642195464426,24.248,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",11.289,"5|5","4|5","river.jpeg",2,"overall",FALSE,"2|4","correct: 2",FALSE,TRUE,1642196167890,30,23.265,"very interesting task","2|2","mountains18","mountains","graduated_college","image_fit","4|4",1,"all_relevant","english",9.92,"reconstructive","Orogeny","a wilderness scene with pine trees, mountains and a winding river which wraps around hills in the middle of the image.",NA,15,1642195464426,2.056,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",9.439,"5|5","5|4","Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg",2,"overall",FALSE,"2|3","correct: 2",FALSE,TRUE,1642196167890,30,31.367,"very interesting task","3|4","living_room11","living_room","graduated_college","image_fit","5|2",1,"all_relevant","english",9.664,"reconstructive","Interior design","The image shows a small living room, which contains a sofa, three chairs, a fireplace, and bookshelves.",NA,16,1642195464426,12.264,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",7.415,"4|4","4|4","Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",2,"overall",FALSE,"3|3","correct: 2",FALSE,TRUE,1642196167890,30,16.903,"very interesting task","2|4","laid_table14","laid_table","graduated_college","image_fit","4|3",1,"all_relevant","english",7.704,"reconstructive","Tableware","Tableware is shown at place settings around a formal dining table with a white tablecloth. A turkey sits on the table.",NA,17,1642195464426,1.784,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",7.873,"4|4","5|4","1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",2,"overall",FALSE,"2|3","correct: 2",FALSE,TRUE,1642196167890,30,16.217,"very interesting task","2|4","church8","church","graduated_college","image_fit","4|3",1,"all_relevant","english",7.24,"reconstructive","Roof","A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",NA,18,1642195464426,1.104,"no_irrelevant",11.7244,"477964692279730"
NA,"Fri Jan 14 2022 15:24:24 GMT-0600 (Central Standard Time)",7.279,"5|5","4|4","1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",2,"overall",FALSE,"3|2","correct: 2",FALSE,TRUE,1642196167890,30,16.628,"very interesting task","2|4","soccer_in_progress1","soccer_in_progress","graduated_college","image_fit","4|3",1,"all_relevant","english",7.697,"reconstructive","Competition","The image depicts two football players from different rival teams, who are vying for dominance of the ball in the middle of the football field. There is a kneeling player on the field with a pain/surprise expression while the second player stands behind him watching the ball, which rises in the air and goes in the direction of him.",NA,19,1642195464426,1.652,"no_irrelevant",11.7244,"477964692279730"
